C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C80,C81,Solution
0,5,3,0,0,0,0,0,4,8,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,5,9,7,4,6,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,3,0,8,0,0,2,0,9,0,0,9,4,0,7,0,8,0,0,0,0,3,0,0,0,0,6,0,0,653
0,0,0,2,5,0,9,0,0,5,0,0,0,6,1,0,0,2,0,0,0,9,0,7,4,1,0,0,0,0,0,0,4,3,0,0,0,0,0,0,2,3,6,5,4,0,0,3,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,3,0,0,0,0,0,1,0,7,134
0,0,2,1,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,0,0,9,3,5,0,0,0,0,7,4,0,6,0,2,5,0,7,0,0,0,1,0,9,0,1,6,0,0,7,5,0,0,7,0,0,0,0,4,0,0,3,0,4,0,2,0,0,0,0,6,872
0,0,9,0,0,7,0,0,0,7,3,1,0,0,8,0,0,0,0,0,0,0,4,3,0,2,0,8,1,5,0,3,0,4,0,7,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,1,0,0,0,4,8,0,0,2,0,0,0,3,0,7,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,429
0,0,0,0,0,0,0,0,0,2,4,9,0,0,8,0,0,0,7,3,6,0,0,4,0,0,0,0,7,8,0,0,3,0,0,0,0,0,0,0,2,0,0,9,0,6,0,3,7,0,0,0,8,4,1,9,0,0,0,2,0,0,3,8,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,1,0,581
7,0,0,0,0,0,0,0,2,0,9,2,6,0,4,8,0,0,0,0,3,8,0,7,5,0,0,0,3,0,4,0,0,0,0,0,0,6,0,0,0,0,9,8,5,0,0,5,0,0,0,2,0,0,0,7,0,9,0,8,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,758
0,2,9,0,0,4,0,0,0,5,0,0,0,7,1,0,0,3,0,7,0,9,2,0,0,0,4,0,0,1,0,0,0,0,0,6,0,3,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,3,0,7,0,0,0,0,9,0,1,0,0,0,0,0,0,7,9,5,0,829
0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,9,6,0,0,0,0,5,0,0,0,0,0,8,0,0,2,3,0,4,7,0,3,0,0,8,9,0,0,0,5,0,0,7,0,0,0,0,0,0,7,0,3,0,2,0,0,8,0,4,6,0,0,0,9,0,0,0,0,9,8,0,5,0,0,0,3,681
0,0,0,0,8,6,1,3,0,3,0,0,4,0,0,0,0,8,0,0,0,0,2,7,0,6,9,0,0,0,0,9,0,0,0,0,0,4,0,7,6,0,0,0,0,7,9,1,0,0,0,0,0,0,1,0,0,2,4,0,8,0,0,0,8,7,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,972
0,9,0,0,0,1,0,8,0,5,0,1,0,0,4,0,0,0,0,2,3,0,5,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,0,5,1,0,0,0,4,0,2,0,8,0,9,0,0,0,6,0,0,0,0,0,0,3,0,0,1,0,0,8,0,0,497
0,5,8,0,3,0,0,4,0,0,2,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,1,0,5,8,1,0,0,0,0,9,0,0,0,7,2,0,0,0,0,3,0,2,8,5,9,0,0,0,0,0,7,0,0,4,2,0,5,0,3,0,4,3,0,0,0,0,9,0,158
5,8,0,0,0,7,0,0,2,0,2,0,0,0,0,0,0,1,4,0,0,0,0,0,3,0,7,1,0,4,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,3,0,8,0,6,0,0,0,0,0,8,0,6,0,0,5,0,0,6,0,3,0,4,7,0,0,0,4,0,0,0,0,0,0,0,583
8,0,0,0,1,0,0,0,3,0,0,1,0,0,5,0,0,0,3,0,0,0,9,6,0,4,8,4,0,0,0,3,0,0,0,0,0,0,0,0,4,8,0,7,5,0,6,0,0,7,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,9,0,0,0,5,0,0,0,4,896
0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,3,0,5,0,0,8,0,6,0,0,0,8,3,0,7,1,0,0,0,1,6,0,0,0,3,5,0,2,0,0,0,1,0,0,0,4,0,0,1,0,4,0,7,8,5,0,4,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2,164
0,3,4,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9,0,5,0,0,3,0,9,0,4,0,0,0,0,7,0,0,6,0,0,0,3,0,0,0,4,5,0,9,8,0,0,0,0,5,0,0,0,0,4,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,934
7,0,0,0,8,0,0,3,6,0,4,0,0,0,2,8,9,0,0,0,3,0,0,0,4,2,0,0,0,0,0,0,0,0,7,0,0,3,0,4,0,0,9,0,0,4,0,0,7,9,0,0,8,0,0,6,0,8,0,0,0,0,0,0,0,0,0,7,0,0,5,0,9,0,0,3,5,0,0,0,0,729
0,0,0,0,6,9,5,0,0,0,0,2,4,0,0,0,0,0,9,0,0,7,2,0,0,8,0,1,7,5,0,0,6,0,0,8,0,2,0,0,0,0,0,0,0,0,0,4,0,1,5,0,0,2,8,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,438
0,0,0,8,0,0,0,2,0,8,7,1,0,2,0,4,0,0,0,4,0,0,0,0,3,0,1,1,0,0,7,0,8,0,0,0,0,0,9,0,1,0,0,7,0,0,2,4,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,6,3,0,0,0,0,8,0,0,963
6,0,0,4,0,0,1,0,0,0,0,4,0,5,0,3,0,0,8,0,5,1,9,0,0,0,7,1,0,0,0,0,0,0,0,5,4,0,0,0,0,1,8,7,0,0,0,0,0,0,0,0,0,6,0,0,0,3,7,0,0,0,0,0,0,0,9,0,0,0,8,0,0,3,6,0,0,4,0,0,0,693
8,5,6,3,0,9,2,0,0,0,0,0,0,0,5,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,3,6,0,0,9,4,3,0,0,0,0,0,5,0,1,0,0,0,0,0,9,0,0,0,2,0,0,4,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,9,5,6,0,0,0,856
8,0,0,7,9,0,0,0,1,0,0,0,5,2,0,0,0,9,0,0,0,0,0,0,7,2,0,0,0,0,0,0,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,9,5,0,0,0,0,4,0,0,0,7,3,0,7,9,0,0,0,0,0,0,0,0,0,0,1,8,0,0,824
0,0,0,6,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,5,0,8,7,4,0,3,0,0,0,5,0,4,0,0,0,0,2,8,0,3,0,0,5,0,0,0,6,0,1,0,0,0,0,7,0,0,4,0,8,0,0,0,3,4,0,0,2,0,8,0,0,879
0,0,8,0,5,0,0,0,0,4,0,7,6,0,3,5,0,1,0,0,0,0,0,0,0,0,0,8,0,5,0,2,0,0,0,6,0,0,0,0,0,1,4,0,0,7,6,0,0,0,0,0,0,8,0,2,0,0,4,6,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,3,0,318
0,0,0,0,0,3,0,0,0,3,4,0,2,0,7,0,0,0,0,9,0,0,4,0,0,0,0,0,2,0,8,9,0,5,3,0,0,7,0,0,5,0,0,2,4,0,3,0,0,0,0,6,8,0,0,0,0,0,2,4,0,9,0,4,0,0,5,0,0,0,0,0,0,0,7,0,6,0,0,0,2,215
3,7,0,9,0,0,0,0,0,6,0,8,0,0,7,0,0,0,0,0,0,0,8,0,3,0,0,0,6,0,0,9,0,5,0,0,2,0,0,0,0,0,4,3,0,5,0,4,0,6,0,0,7,0,0,0,0,3,4,9,8,0,5,0,0,0,7,0,0,0,0,0,4,8,0,0,2,0,0,0,0,372
6,0,0,0,0,0,0,0,0,4,0,2,1,6,5,9,0,0,0,8,0,2,0,0,0,0,0,2,0,0,6,0,0,8,1,0,0,3,4,0,0,0,0,0,6,0,0,5,0,0,0,0,3,4,0,0,0,0,3,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,9,0,4,0,0,619
7,8,0,0,5,3,9,0,0,0,2,0,0,8,4,0,0,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,9,8,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,4,9,0,0,4,0,0,0,5,0,0,1,7,5,0,0,0,0,2,0,786
0,0,9,0,0,2,0,0,8,0,0,0,0,0,0,0,5,0,4,0,5,0,0,9,0,0,0,3,0,0,5,0,0,8,4,0,0,5,0,2,0,0,0,9,7,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,9,2,3,0,0,0,0,4,8,0,169
0,0,0,0,0,0,0,0,3,4,0,0,0,3,5,0,0,1,0,0,0,0,0,6,9,0,0,0,0,1,3,7,0,0,0,0,0,0,0,0,0,0,0,8,0,9,6,7,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,6,8,0,0,4,0,5,3,8,0,4,9,0,0,0,7,679
0,0,0,0,3,0,0,1,0,6,0,0,0,0,5,0,0,3,0,7,0,4,0,0,0,0,0,0,0,0,3,6,8,0,0,0,0,8,0,0,1,0,0,0,0,0,3,0,0,0,0,7,0,1,9,0,0,0,7,6,0,0,0,0,1,0,0,0,9,0,3,6,4,0,0,0,0,0,0,0,8,859
0,0,0,0,5,9,0,0,8,0,0,6,0,0,0,0,3,9,5,0,8,0,6,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,7,0,0,2,0,7,0,9,0,2,8,0,6,0,0,0,1,7,0,2,0,0,0,0,0,0,3,0,0,6,0,8,0,0,0,0,0,0,0,7,132
1,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,8,0,2,8,0,0,7,0,0,6,0,0,0,0,6,0,0,1,0,0,0,0,1,0,8,0,3,0,4,0,2,0,0,0,0,8,0,0,0,0,3,0,6,5,0,0,1,0,7,0,1,0,0,0,4,0,0,127
9,0,3,5,0,8,0,6,0,0,0,0,0,0,3,0,0,1,0,0,4,0,0,0,8,0,0,0,7,0,1,0,6,9,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,3,0,0,5,0,0,7,0,0,0,0,0,0,6,1,0,3,0,0,0,0,0,0,3,0,6,0,9,913
0,6,0,0,2,0,0,1,0,0,0,9,5,0,0,0,0,3,0,1,0,0,0,0,0,0,8,0,5,0,1,0,6,8,3,0,3,0,8,0,0,0,0,0,6,0,2,0,0,0,0,0,0,9,0,0,5,0,0,0,2,0,0,8,0,6,0,0,0,0,4,0,0,0,0,0,9,4,0,0,0,563
0,0,0,0,0,2,0,0,0,0,9,8,0,0,6,0,1,7,0,0,1,0,0,0,0,6,5,0,0,0,1,0,0,6,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,8,0,0,0,5,7,0,0,3,0,0,8,1,2,0,0,0,0,0,0,0,0,0,0,0,6,5,0,3,0,0,657
0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,8,3,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,7,8,0,8,0,3,4,0,0,0,0,9,0,7,0,0,5,0,0,0,1,0,0,0,6,0,0,0,0,4,1,0,4,8,0,0,0,3,0,639
7,0,0,0,0,0,0,0,8,0,9,5,0,0,0,0,4,0,1,0,0,0,0,0,6,0,5,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,2,5,0,0,0,0,0,7,4,6,0,0,0,8,0,6,0,0,8,1,2,4,0,0,0,5,0,0,0,7,9,6,0,762
0,0,0,7,1,0,0,0,0,0,0,0,8,4,3,0,0,0,0,0,0,6,0,0,0,7,0,9,5,0,4,0,0,8,0,0,0,0,0,0,7,0,6,0,0,0,0,0,5,8,1,0,0,7,0,3,0,0,0,0,0,5,0,8,0,9,0,0,0,4,0,3,0,0,6,1,0,0,0,8,0,698
0,0,0,9,0,8,0,0,0,0,8,6,0,0,3,2,0,0,0,9,0,0,0,2,1,0,5,0,0,4,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,6,0,0,0,0,5,0,2,0,0,5,0,8,0,0,4,0,1,0,0,0,0,5,0,0,0,0,0,0,0,2,0,6,0,0,0,245
0,0,5,2,0,0,1,0,4,0,2,0,5,0,0,0,9,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,2,0,0,7,0,3,0,0,0,7,6,4,9,1,0,0,3,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,2,7,9,4,0,0,0,0,0,0,0,1,395
0,0,7,0,0,1,0,0,0,0,0,0,9,0,2,3,0,0,5,0,2,3,8,0,0,1,9,0,0,0,8,7,0,2,0,6,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,5,0,9,0,9,0,6,0,3,0,0,0,0,0,0,0,0,0,0,8,0,1,397
0,9,4,0,3,2,0,0,0,0,0,0,5,0,7,3,0,8,7,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,5,0,0,0,7,0,2,0,0,0,4,0,0,0,0,0,0,0,3,2,0,8,0,0,0,0,0,0,7,6,4,0,7,0,8,0,0,0,0,0,9,0,0,0,2,0,0,894
0,0,0,1,0,0,9,8,0,0,0,0,0,0,5,0,4,0,0,3,8,0,0,0,7,0,5,0,0,0,0,0,0,0,9,0,0,6,7,0,0,8,3,0,0,0,0,0,0,0,4,0,0,0,0,4,0,7,1,9,8,0,0,9,0,0,8,0,0,4,0,0,7,0,3,0,0,0,0,6,0,456
0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,8,9,2,0,0,0,5,0,0,0,6,0,4,0,0,3,0,0,9,8,1,0,0,0,2,0,0,4,0,0,0,0,4,0,0,3,0,0,0,5,0,0,0,9,8,0,0,0,0,6,0,1,0,0,0,1,0,0,0,9,0,0,4,5,586
0,0,0,0,0,0,7,0,9,0,7,0,5,0,0,0,2,4,8,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,9,0,5,3,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,2,0,6,3,0,0,6,7,3,0,0,0,4,5,456
1,2,0,0,7,0,0,0,0,9,0,0,0,8,0,0,7,0,0,7,0,0,0,3,0,0,2,0,1,7,0,2,0,9,0,0,0,0,0,0,1,0,0,0,8,0,0,0,8,0,0,0,4,0,0,0,2,0,9,0,0,3,0,0,0,4,0,0,0,0,2,5,0,8,0,0,0,0,7,0,4,123
4,0,0,1,0,0,0,0,0,0,5,6,0,0,3,0,0,0,8,3,0,0,6,7,0,0,4,2,0,0,4,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,1,0,4,0,0,5,1,0,8,0,0,2,0,0,7,0,8,0,0,2,1,3,0,497
8,0,0,0,0,0,2,0,0,0,6,0,0,4,0,9,0,0,9,0,2,3,0,0,6,0,0,0,0,0,8,0,7,0,0,0,0,0,0,6,0,0,8,0,1,0,7,0,0,0,2,0,3,0,7,0,4,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,6,851
0,0,0,0,2,0,0,0,7,0,0,0,7,0,8,6,4,0,3,2,0,0,5,0,0,0,1,0,3,1,0,0,0,0,0,6,6,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,6,0,8,0,0,0,5,0,0,0,0,0,0,0,0,8,0,1,7,4,0,0,846
8,2,9,4,6,0,0,7,0,1,0,0,0,0,0,0,0,8,0,4,3,9,7,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,1,0,2,0,0,0,0,0,0,6,0,0,0,0,0,9,0,6,3,8,0,0,1,7,0,0,0,7,0,0,6,0,3,829
6,5,0,7,0,4,9,0,0,0,0,0,0,0,5,6,4,0,3,4,0,0,0,1,0,5,0,0,0,0,0,0,0,8,9,6,0,0,8,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,8,6,0,1,0,4,0,1,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,652
3,0,0,4,0,0,7,5,0,0,0,0,0,3,6,0,8,0,0,0,4,0,0,5,2,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,8,0,1,0,0,9,8,0,0,7,0,5,4,0,5,0,0,3,0,0,0,2,8,4,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,369
2,0,0,0,0,6,0,3,0,0,6,0,0,0,0,4,1,0,0,0,0,7,4,0,0,0,2,0,8,0,0,2,1,0,0,0,4,0,0,0,0,7,0,6,5,0,0,2,0,0,3,0,4,0,6,4,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,1,0,8,0,0,0,7,0,0,274
2,0,0,0,4,3,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,6,0,0,5,1,0,0,0,0,0,2,0,0,0,5,0,9,0,2,4,3,0,0,6,1,0,0,0,7,0,4,0,0,0,0,7,9,0,0,298
0,8,0,0,0,0,0,4,5,0,0,0,5,7,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,8,1,0,5,3,0,0,0,0,5,0,0,4,2,6,1,0,0,0,0,0,2,7,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,6,0,3,287
0,0,1,0,0,0,4,5,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,2,0,3,4,0,0,5,0,1,0,0,0,0,6,0,0,0,0,4,0,5,0,0,0,1,6,2,0,0,1,5,0,6,0,3,0,0,0,8,3,0,0,7,0,0,0,4,0,0,1,0,8,0,0,0,361
0,0,0,7,0,8,5,0,0,0,0,9,0,0,0,0,0,0,0,7,0,3,2,0,0,0,0,0,6,0,0,5,0,8,0,3,1,8,0,2,0,0,0,0,6,0,0,5,0,0,0,9,2,0,0,0,0,0,7,2,0,0,8,0,0,0,0,0,1,0,9,2,0,0,0,6,3,0,0,0,0,326
0,0,1,0,0,0,0,8,0,7,0,0,0,0,0,0,9,1,9,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,7,8,6,0,0,0,0,2,8,0,9,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,1,0,0,0,0,0,4,6,0,0,7,0,0,2,0,651
0,0,0,9,0,0,0,0,4,4,0,2,0,0,1,0,7,0,0,0,0,2,0,4,6,8,1,0,0,0,0,0,0,0,0,6,9,0,5,0,0,0,0,0,7,6,0,0,8,1,0,0,0,0,0,7,0,1,0,0,0,0,8,0,0,0,0,0,0,9,4,0,0,0,0,5,6,0,0,0,2,361
0,0,0,6,1,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,3,9,0,0,2,0,1,1,9,8,0,0,2,6,0,0,2,0,0,0,0,0,0,0,0,6,0,5,0,0,0,9,8,0,5,0,0,2,0,6,1,3,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,5,0,4,942
0,3,0,0,7,0,8,2,0,0,0,0,5,0,0,0,0,0,0,8,5,0,0,6,7,0,0,0,0,8,0,0,5,6,0,0,0,0,2,6,0,3,0,9,7,0,0,0,2,9,0,1,0,3,1,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,936
0,9,2,0,8,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,7,6,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,9,0,0,7,0,0,0,0,0,0,3,0,0,4,0,0,7,0,5,0,0,3,0,0,2,0,0,4,0,0,2,0,8,0,0,2,0,0,5,9,3,0,0,392
0,2,0,0,3,9,1,8,0,0,0,0,0,1,0,0,0,4,5,0,0,0,0,0,0,0,0,1,0,5,4,0,0,7,0,2,0,0,0,3,7,0,0,0,0,0,8,9,0,2,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,8,0,0,0,0,4,9,2,0,0,0,0,1,0,624
0,0,0,2,0,5,0,0,0,4,0,0,0,0,0,0,5,7,0,0,7,0,8,0,0,0,0,5,0,0,0,3,8,2,1,0,0,0,3,1,0,0,0,0,0,0,0,0,5,0,7,0,8,0,0,0,0,8,0,0,0,0,4,0,0,4,0,0,0,9,7,1,0,0,0,0,0,2,3,0,0,368
1,0,0,0,0,3,2,0,7,0,0,0,0,0,0,5,1,0,0,6,0,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,5,0,7,0,0,0,3,0,0,0,0,0,2,0,0,0,5,0,3,2,0,6,0,0,9,8,0,9,0,0,0,0,1,0,0,3,158
2,0,7,0,0,1,3,4,5,5,0,6,0,0,0,0,0,1,0,0,3,0,0,9,0,0,0,0,0,0,4,0,6,1,0,2,0,2,0,0,1,7,0,3,9,7,0,0,0,0,5,0,0,0,0,5,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,297
6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,1,2,9,4,7,0,0,0,0,3,9,0,0,0,0,0,0,0,0,4,6,1,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,7,6,0,0,1,0,0,0,2,0,0,7,4,0,3,0,0,4,0,0,2,6,0,645
0,0,1,0,4,9,0,0,0,6,0,0,1,0,0,0,0,0,8,0,9,0,0,5,0,0,0,7,0,3,0,0,0,0,0,8,0,6,0,8,9,0,0,0,0,9,0,4,7,0,0,0,0,6,0,3,0,0,1,0,0,8,4,0,0,0,3,0,0,0,7,0,0,0,5,0,0,0,6,0,1,351
0,7,0,0,0,9,2,5,0,2,0,0,0,4,0,0,8,0,6,4,0,7,0,0,9,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,5,0,2,0,0,0,0,6,0,0,8,0,5,0,0,7,0,4,6,0,1,7,0,0,0,0,873
7,9,0,0,0,0,0,0,4,8,0,5,4,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,4,8,0,0,0,0,0,0,9,5,0,3,0,0,0,0,0,0,6,0,0,7,0,3,7,0,5,0,0,0,0,0,5,0,9,0,0,4,0,0,0,0,0,0,0,2,7,0,0,793
2,0,0,0,0,5,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,4,0,6,0,0,0,5,0,0,0,0,9,6,0,0,1,0,0,2,0,4,0,0,0,3,0,0,1,6,0,0,0,0,6,0,3,0,1,0,8,4,0,0,5,0,9,0,0,3,0,0,8,2,0,0,0,0,1,5,0,214
0,8,5,0,3,0,0,0,0,9,3,0,0,0,0,0,0,0,6,0,4,0,0,0,5,2,0,0,0,0,2,8,0,6,9,0,0,4,9,0,0,0,2,0,0,0,0,6,3,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,2,3,0,4,0,9,0,0,0,0,0,1,0,0,0,8,0,785
0,0,0,0,0,3,9,0,4,0,0,0,0,0,0,0,0,0,9,4,0,8,0,0,3,5,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,5,4,6,0,2,9,0,0,0,4,0,0,6,0,8,1,6,0,0,0,0,2,0,0,0,3,0,8,0,9,0,128
6,0,9,8,0,0,0,0,0,0,0,0,9,0,3,0,4,0,5,0,0,0,7,1,0,0,0,0,0,0,7,9,0,0,6,0,0,0,0,0,0,4,0,0,8,3,0,0,0,0,6,4,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,5,0,1,9,0,0,7,0,0,3,0,0,8,5,629
2,8,0,0,0,0,0,0,0,5,3,0,0,0,4,7,0,0,0,0,9,3,0,5,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,5,7,1,0,3,9,1,0,0,0,0,0,0,0,4,0,0,0,3,9,0,0,5,0,0,8,0,0,0,0,0,9,0,0,0,7,0,0,0,0,0,287
0,0,0,4,0,2,0,9,0,0,0,0,0,0,8,6,0,7,9,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,6,0,0,7,8,0,0,0,0,7,0,0,9,0,0,0,0,5,3,0,8,0,0,0,6,6,0,0,0,5,0,4,3,0,561
4,8,0,0,1,0,0,0,0,0,7,1,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,6,9,0,1,0,0,6,0,0,0,0,0,0,4,5,1,0,0,7,0,0,0,9,3,0,0,0,5,7,0,0,0,0,0,0,7,9,0,4,0,8,0,0,9,0,0,0,0,0,0,0,485
0,0,0,0,0,0,0,5,8,4,0,0,0,0,9,0,2,0,8,0,0,6,7,0,0,0,0,0,0,0,9,1,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,2,0,8,0,6,0,0,2,6,4,0,0,0,7,1,0,0,0,0,0,6,0,0,4,0,0,1,0,2,0,0,0,0,269
3,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,5,0,0,8,0,8,0,0,0,0,6,0,3,0,9,0,0,5,0,0,7,4,5,0,7,6,0,0,1,0,0,7,0,0,1,0,0,5,0,0,0,0,9,0,0,0,0,0,7,0,0,0,0,6,0,8,0,1,315
0,0,0,0,9,5,0,1,7,0,0,0,0,8,0,0,5,0,0,7,0,1,0,0,9,4,3,3,2,4,0,0,1,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,9,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,2,9,0,0,0,0,0,0,0,0,0,8,263
0,0,0,0,0,0,0,8,0,0,0,0,3,7,0,0,0,1,0,7,6,0,0,0,0,0,0,0,4,0,5,0,7,1,0,0,0,0,1,0,0,8,6,0,3,0,0,0,0,0,0,8,5,0,0,3,8,0,0,0,0,0,7,5,1,0,0,3,0,0,9,0,6,0,0,0,0,5,0,0,0,394
9,0,0,0,0,6,0,4,2,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,3,0,0,0,3,0,9,0,7,0,5,0,0,6,0,0,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,3,1,6,5,0,0,0,9,4,981
0,1,0,7,5,0,0,2,0,0,0,3,8,0,0,0,0,9,0,5,9,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,3,0,0,9,0,0,0,8,0,4,7,0,3,0,0,0,0,1,0,0,8,0,4,0,0,0,5,816
